Priority,Score,Store Location,Category,Product,Weather,Current Inventory,Predicted Demand,Supply Gap,Lead Time (Days),AI Recommendation,Financial Impact ($)
LOW,10,"Miami, FL",Electronics,Camera,Cloudy,257,291.57706687478395,34.57706687478395,1,Monitor Closely,42817.47345238246
LOW,10,"Los Angeles, CA",Appliances,Headphones,Rainy,242,297.103218452103,55.10321845210302,6,Monitor Closely,42799.77183611746
LOW,10,"Miami, FL",Electronics,Laptop,Rainy,269,312.21171279028914,43.21171279028914,9,Monitor Closely,42791.26282483963
LOW,10,"Los Angeles, CA",Electronics,Camera,Rainy,276,306.2578914181878,30.257891418187796,5,Monitor Closely,42631.55353474151
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,181,253.75125917827842,72.75125917827842,8,Monitor Closely,42617.687626635496
LOW,10,"Chicago, IL",Electronics,Fridge,Sunny,223,346.70241454277203,123.70241454277203,5,Monitor Closely,42499.20154031476
LOW,10,"Dallas, TX",Electronics,Tablet,Rainy,304,342.7300917484653,38.73009174846533,1,Monitor Closely,42459.41228292505
LOW,10,"Chicago, IL",Appliances,TV,Sunny,125,320.00747533411334,195.00747533411334,7,Monitor Closely,42400.475361896264
LOW,10,"Chicago, IL",Electronics,Fridge,Sunny,255,316.71353086224667,61.71353086224667,2,Monitor Closely,42352.76196014264
LOW,10,"Chicago, IL",Appliances,Camera,Rainy,286,335.9008799861482,49.9008799861482,7,Monitor Closely,42214.64744188179
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,308,332.02967814135076,24.029678141350757,10,Monitor Closely,42080.05147078921
LOW,10,"Chicago, IL",Appliances,Camera,Sunny,279,300.7832628616115,21.78326286161149,9,Monitor Closely,42027.102536792896
LOW,10,"Dallas, TX",Appliances,Fridge,Sunny,240,304.9976137559708,64.9976137559708,1,Monitor Closely,41973.50903519327
LOW,10,"Chicago, IL",Electronics,Washing Machine,Cloudy,128,271.0895958190172,143.08959581901718,8,Monitor Closely,41856.5685689789
LOW,10,"Miami, FL",Electronics,TV,Stormy,255,302.61192840115024,47.61192840115024,7,Monitor Closely,41771.84926346515
LOW,10,"Miami, FL",Appliances,Tablet,Cloudy,268,304.9550381811509,36.95503818115088,2,Monitor Closely,41751.80213706427
LOW,10,"New York, NY",Electronics,Tablet,Stormy,238,262.96395379643343,24.96395379643343,9,Monitor Closely,41737.73363133298
LOW,10,"Dallas, TX",Appliances,Tablet,Sunny,296,319.21166643792566,23.211666437925658,2,Monitor Closely,41279.39547654261
LOW,10,"New York, NY",Electronics,Fridge,Cloudy,291,313.75395812272575,22.75395812272575,5,Monitor Closely,41125.95899017697
LOW,10,"Miami, FL",Electronics,Headphones,Cloudy,204,335.2883790881135,131.28837908811352,10,Monitor Closely,41080.133816670714
LOW,10,"Dallas, TX",Electronics,TV,Cloudy,324,347.1502619566812,23.15026195668122,1,Monitor Closely,41031.52429202179
LOW,10,"New York, NY",Electronics,Camera,Sunny,299,327.20033976564105,28.200339765641047,10,Monitor Closely,41028.67432503116
LOW,10,"Los Angeles, CA",Appliances,Headphones,Cloudy,247,328.2507235374472,81.25072353744719,2,Monitor Closely,41007.24016934959
LOW,10,"Miami, FL",Appliances,Tablet,Cloudy,259,295.2654079919311,36.26540799193111,5,Monitor Closely,40971.569987044015
LOW,10,"Chicago, IL",Electronics,Fridge,Sunny,250,312.8849365533289,62.884936553328885,4,Monitor Closely,40958.21687591417
LOW,10,"Chicago, IL",Appliances,Washing Machine,Stormy,232,305.80436507783276,73.80436507783276,9,Monitor Closely,40776.17366185182
LOW,10,"Dallas, TX",Appliances,Washing Machine,Cloudy,298,329.51021863637527,31.51021863637527,4,Monitor Closely,40656.059595583196
LOW,10,"Chicago, IL",Appliances,Fridge,Sunny,73,304.35356321009135,231.35356321009135,6,Monitor Closely,40537.771345672205
LOW,10,"Dallas, TX",Electronics,Laptop,Stormy,202,287.3427988010798,85.34279880107982,1,Monitor Closely,40464.43462354399
LOW,10,"Miami, FL",Electronics,Laptop,Cloudy,225,298.94352601020415,73.94352601020415,8,Monitor Closely,40402.74261197555
LOW,10,"Chicago, IL",Appliances,Smartphone,Sunny,128,329.08071815722826,201.08071815722826,5,Monitor Closely,40401.1378921503
LOW,10,"Los Angeles, CA",Electronics,Fridge,Cloudy,236,346.4376807037208,110.43768070372079,4,Monitor Closely,40317.484094507345
LOW,10,"Miami, FL",Appliances,Washing Machine,Stormy,298,318.96149862763065,20.961498627630647,1,Monitor Closely,40165.375595334466
LOW,10,"Los Angeles, CA",Appliances,TV,Sunny,267,313.03585575452297,46.03585575452297,9,Monitor Closely,40124.85187564222
LOW,10,"Chicago, IL",Appliances,Camera,Rainy,290,323.27717728349285,33.27717728349285,1,Monitor Closely,40095.005365334866
LOW,10,"Chicago, IL",Electronics,Washing Machine,Cloudy,141,281.0886800219189,140.0886800219189,9,Monitor Closely,39866.436560637674
LOW,10,"Miami, FL",Appliances,Headphones,Rainy,229,293.10053855472813,64.10053855472813,8,Monitor Closely,39701.30955925641
LOW,10,"Miami, FL",Appliances,Smartphone,Stormy,307,346.64210851311583,39.64210851311583,7,Monitor Closely,39690.0754644167
LOW,10,"Los Angeles, CA",Electronics,Fridge,Cloudy,190,291.00333284507275,101.00333284507275,9,Monitor Closely,39554.92520878739
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Sunny,184,327.6867303789463,143.68673037894632,1,Monitor Closely,39378.785327654026
LOW,10,"Chicago, IL",Electronics,Washing Machine,Cloudy,223,287.14823641952046,64.14823641952046,2,Monitor Closely,39190.723558141835
LOW,10,"New York, NY",Electronics,Tablet,Cloudy,335,355.3329817005,20.3329817005,1,Monitor Closely,39136.10985785438
LOW,10,"New York, NY",Appliances,Fridge,Sunny,166,276.2266155883084,110.22661558830839,3,Monitor Closely,38948.574618128776
LOW,10,"Chicago, IL",Appliances,TV,Cloudy,266,323.4425569656958,57.442556965695815,8,Monitor Closely,38925.37430223411
LOW,10,"Chicago, IL",Electronics,TV,Sunny,150,332.4673121683684,182.46731216836838,7,Monitor Closely,38763.35579704818
LOW,10,"New York, NY",Electronics,Laptop,Sunny,248,281.57710488504387,33.577104885043866,4,Monitor Closely,38643.55424114814
LOW,10,"Miami, FL",Appliances,Headphones,Sunny,233,303.0304624615219,70.03046246152189,4,Monitor Closely,38450.22541449859
LOW,10,"New York, NY",Appliances,Fridge,Sunny,83,284.3672452709742,201.3672452709742,6,Monitor Closely,38245.68089431613
LOW,10,"Los Angeles, CA",Appliances,Laptop,Cloudy,217,289.30534018442444,72.30534018442444,8,Monitor Closely,38216.987554477535
LOW,10,"Chicago, IL",Appliances,Fridge,Sunny,316,347.6239152120705,31.62391521207047,4,Monitor Closely,38025.5443684499
LOW,10,"Miami, FL",Appliances,Laptop,Sunny,158,340.60894242626944,182.60894242626944,2,Monitor Closely,37900.48600057222
LOW,10,"Dallas, TX",Electronics,Laptop,Cloudy,161,299.7419132800384,138.74191328003837,1,Monitor Closely,37836.30717059926
LOW,10,"Dallas, TX",Appliances,Laptop,Rainy,244,280.8538643284083,36.85386432840829,2,Monitor Closely,37799.90302571854
LOW,10,"Los Angeles, CA",Appliances,Camera,Rainy,264,307.00640164192856,43.00640164192856,5,Monitor Closely,37766.501665875985
LOW,10,"Dallas, TX",Electronics,Camera,Rainy,218,306.6374456656575,88.63744566565748,8,Monitor Closely,37693.9601437775
LOW,10,"Chicago, IL",Appliances,Fridge,Sunny,234,272.00740161754067,38.007401617540665,6,Monitor Closely,37638.34974783434
LOW,10,"Miami, FL",Electronics,Camera,Cloudy,173,258.5959641703968,85.59596417039683,3,Monitor Closely,37529.55049051049
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Rainy,221,273.36780870763573,52.36780870763573,9,Monitor Closely,37441.41219169832
LOW,10,"Chicago, IL",Appliances,Washing Machine,Stormy,326,345.09400125816416,19.094001258164155,8,Monitor Closely,37324.380839421545
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Sunny,295,325.54066777373276,30.540667773732764,2,Monitor Closely,37289.23913169449
LOW,10,"Dallas, TX",Electronics,Tablet,Sunny,151,310.08528765151664,159.08528765151664,3,Monitor Closely,37173.459165529894
LOW,10,"New York, NY",Appliances,Fridge,Sunny,252,301.5692307010018,49.5692307010018,8,Monitor Closely,37168.496256532184
LOW,10,"Chicago, IL",Electronics,Headphones,Rainy,237,302.860999688998,65.86099968899799,7,Monitor Closely,36927.60391562429
LOW,10,"Miami, FL",Appliances,Smartphone,Cloudy,240,284.16156665078057,44.16156665078057,1,Monitor Closely,36492.91060187253
LOW,10,"Los Angeles, CA",Appliances,Fridge,Cloudy,268,299.5903627403039,31.590362740303874,6,Monitor Closely,36413.26341986607
LOW,10,"Chicago, IL",Electronics,Laptop,Sunny,236,265.37470519085497,29.374705190854968,10,Monitor Closely,36389.09104337922
LOW,10,"Chicago, IL",Appliances,Tablet,Rainy,257,300.7168584364757,43.71685843647572,4,Monitor Closely,36381.60675941946
LOW,10,"New York, NY",Electronics,Headphones,Stormy,236,299.63833813233765,63.63833813233765,5,Monitor Closely,36355.30980824185
LOW,10,"Los Angeles, CA",Appliances,Laptop,Cloudy,282,319.6999005921665,37.6999005921665,6,Monitor Closely,36298.972286161596
LOW,10,"Chicago, IL",Electronics,Camera,Stormy,103,331.93123451081874,228.93123451081874,6,Monitor Closely,36077.273246559926
LOW,10,"Chicago, IL",Electronics,TV,Rainy,130,327.984060159133,197.98406015913298,8,Monitor Closely,35755.921264739416
LOW,10,"Los Angeles, CA",Appliances,TV,Cloudy,218,319.1454646030989,101.1454646030989,7,Monitor Closely,35690.18863984948
LOW,10,"Miami, FL",Appliances,Fridge,Rainy,226,312.29856607332846,86.29856607332846,2,Monitor Closely,35538.61249465739
LOW,10,"New York, NY",Electronics,Headphones,Stormy,192,294.8399395545299,102.8399395545299,1,Monitor Closely,35332.718032749835
LOW,10,"Miami, FL",Electronics,Headphones,Stormy,210,351.0775500817388,141.07755008173882,6,Monitor Closely,35187.56254138729
LOW,10,"Miami, FL",Electronics,Camera,Stormy,286,316.6613035409675,30.66130354096748,1,Monitor Closely,34685.599630719465
LOW,10,"Chicago, IL",Appliances,Tablet,Sunny,249,266.57016228169255,17.570162281692546,7,Monitor Closely,34561.914821071776
LOW,10,"Dallas, TX",Electronics,Washing Machine,Stormy,313,341.00541022825956,28.005410228259564,4,Monitor Closely,34526.4699999098
LOW,10,"Los Angeles, CA",Appliances,Tablet,Stormy,262,294.5338802267064,32.5338802267064,10,Monitor Closely,34384.08199519919
LOW,10,"Miami, FL",Appliances,Headphones,Sunny,197,282.15994775624023,85.15994775624023,6,Monitor Closely,34341.60053218144
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Sunny,260,325.8076930990105,65.80769309901052,2,Monitor Closely,34304.892335583194
LOW,10,"Dallas, TX",Appliances,Smartphone,Sunny,243,308.65635725702197,65.65635725702197,10,Monitor Closely,34275.90130602832
LOW,10,"Miami, FL",Electronics,Laptop,Rainy,126,274.0497713823575,148.0497713823575,7,Monitor Closely,34236.50963217017
LOW,10,"Miami, FL",Electronics,Laptop,Sunny,252,288.5210062087902,36.5210062087902,5,Monitor Closely,34230.40869937488
LOW,10,"New York, NY",Appliances,Camera,Cloudy,193,290.4149217114167,97.4149217114167,6,Monitor Closely,33964.68660390255
LOW,10,"Dallas, TX",Electronics,Fridge,Cloudy,178,280.26904593838117,102.26904593838117,10,Monitor Closely,33947.187108786246
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Stormy,226,299.3846188838789,73.38461888387889,2,Monitor Closely,33904.42777054088
LOW,10,"Chicago, IL",Appliances,Fridge,Sunny,222,261.75193477938035,39.75193477938035,2,Monitor Closely,33609.068297922706
LOW,10,"Miami, FL",Electronics,Tablet,Rainy,209,294.8284543445445,85.82845434454453,2,Monitor Closely,33431.04125174354
LOW,10,"New York, NY",Electronics,Headphones,Sunny,210,274.30743426553784,64.30743426553784,8,Monitor Closely,33322.826287716394
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Stormy,261,333.5056142196853,72.5056142196853,1,Monitor Closely,32894.347059186824
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,265,318.50728417752356,53.50728417752356,8,Monitor Closely,32675.293228688308
LOW,10,"Dallas, TX",Appliances,Laptop,Cloudy,233,310.1084165474619,77.1084165474619,1,Monitor Closely,31997.679614700268
LOW,10,"Dallas, TX",Appliances,Headphones,Cloudy,264,288.2226091396869,24.22260913968688,9,Monitor Closely,31852.00434041406
LOW,10,"Chicago, IL",Appliances,TV,Sunny,197,292.60236150154674,95.60236150154674,1,Monitor Closely,31840.36649809014
LOW,10,"Dallas, TX",Appliances,Camera,Cloudy,228,289.7423963981899,61.742396398189896,4,Monitor Closely,31687.43267947902
LOW,10,"Chicago, IL",Electronics,Tablet,Cloudy,182,327.20585498770606,145.20585498770606,7,Monitor Closely,31615.670806473237
LOW,10,"Chicago, IL",Appliances,Smartphone,Sunny,281,330.1838096916342,49.183809691634224,4,Monitor Closely,31563.218031509346
LOW,10,"Dallas, TX",Appliances,Camera,Sunny,286,309.77681168727923,23.776811687279235,3,Monitor Closely,31528.29006544914
LOW,10,"New York, NY",Electronics,Smartphone,Rainy,207,260.4239944727352,53.42399447273522,2,Monitor Closely,31499.85562101414
LOW,10,"Chicago, IL",Appliances,Camera,Rainy,244,287.6946072821305,43.694607282130505,2,Monitor Closely,31233.342231339702
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Stormy,339,357.16634785061143,18.16634785061143,6,Monitor Closely,31154.19658292757
LOW,10,"Dallas, TX",Appliances,Washing Machine,Rainy,244,343.16250017810364,99.16250017810364,10,Monitor Closely,31115.209305885357
LOW,10,"Dallas, TX",Electronics,Camera,Sunny,271,307.04908136946887,36.049081369468865,10,Monitor Closely,30877.48015620486
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,258,278.23344870348154,20.233448703481542,7,Monitor Closely,30822.82641693564
LOW,10,"Dallas, TX",Appliances,Camera,Sunny,287,340.420402009078,53.420402009077975,1,Monitor Closely,30759.467476827096
LOW,10,"Miami, FL",Electronics,Laptop,Stormy,165,290.603598046804,125.603598046804,9,Monitor Closely,30742.736657935744
LOW,10,"Miami, FL",Appliances,Fridge,Stormy,209,321.386445253454,112.38644525345399,7,Monitor Closely,30702.852978791096
LOW,10,"Dallas, TX",Appliances,Fridge,Cloudy,243,297.34975161662607,54.349751616626065,9,Monitor Closely,30552.169373770175
LOW,10,"Los Angeles, CA",Electronics,Tablet,Cloudy,330,346.4484002743245,16.448400274324513,6,Monitor Closely,30236.929740288007
LOW,10,"Miami, FL",Appliances,Camera,Cloudy,207,296.04727800264686,89.04727800264686,2,Monitor Closely,30165.65589617665
LOW,10,"Miami, FL",Electronics,Washing Machine,Stormy,258,287.67432691532156,29.674326915321558,6,Monitor Closely,30156.23798442638
LOW,10,"Miami, FL",Electronics,TV,Sunny,245,270.1961501390844,25.19615013908441,8,Monitor Closely,30106.627839690573
LOW,10,"New York, NY",Electronics,Smartphone,Cloudy,220,322.10368495234036,102.10368495234036,5,Monitor Closely,29951.094943919517
LOW,10,"Los Angeles, CA",Appliances,TV,Cloudy,321,336.17270900506264,15.172709005062643,8,Monitor Closely,29709.07459445296
LOW,10,"Los Angeles, CA",Electronics,Laptop,Sunny,281,319.26706880029013,38.26706880029013,1,Monitor Closely,29704.812156225216
LOW,10,"New York, NY",Appliances,Camera,Sunny,260,289.27967577359226,29.27967577359226,1,Monitor Closely,29595.017881673848
LOW,10,"Chicago, IL",Appliances,Laptop,Rainy,238,263.84135885516434,25.841358855164344,10,Monitor Closely,29534.089035567333
LOW,10,"Los Angeles, CA",Appliances,TV,Sunny,176,327.65289531253416,151.65289531253416,7,Monitor Closely,29293.273258569097
LOW,10,"Chicago, IL",Appliances,Tablet,Sunny,224,274.12833879242004,50.12833879242004,9,Monitor Closely,29206.274030627686
LOW,10,"New York, NY",Appliances,Camera,Sunny,263,285.9918733238642,22.991873323864183,9,Monitor Closely,29192.09180311064
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Sunny,181,286.6139644326429,105.61396443264289,5,Monitor Closely,29059.68231364169
LOW,10,"Miami, FL",Electronics,Smartphone,Rainy,205,255.24375258073576,50.24375258073576,2,Monitor Closely,29002.201302178102
LOW,10,"Chicago, IL",Appliances,Camera,Cloudy,219,271.8349043130071,52.83490431300709,9,Monitor Closely,28987.341902288208
LOW,10,"Dallas, TX",Appliances,Smartphone,Sunny,270,292.30017605864055,22.300176058640545,8,Monitor Closely,28597.745777600638
LOW,10,"New York, NY",Appliances,Tablet,Rainy,217,301.67440505241944,84.67440505241944,3,Monitor Closely,28555.596359877934
LOW,10,"New York, NY",Appliances,Washing Machine,Stormy,229,269.11270372218206,40.11270372218206,9,Monitor Closely,28481.223023860926
LOW,10,"Los Angeles, CA",Electronics,Camera,Cloudy,203,272.2611010236297,69.26110102362969,5,Monitor Closely,28348.568648971635
LOW,10,"New York, NY",Appliances,Camera,Cloudy,271,301.30047938384706,30.300479383847062,7,Monitor Closely,28000.67299861307
LOW,10,"Los Angeles, CA",Electronics,Headphones,Cloudy,227,318.0381833387245,91.03818333872448,3,Monitor Closely,27935.066557487607
LOW,10,"Miami, FL",Appliances,Washing Machine,Stormy,233,329.58644631988994,96.58644631988994,2,Monitor Closely,27813.99894673871
LOW,10,"New York, NY",Electronics,Smartphone,Cloudy,301,316.38469255937383,15.384692559373832,5,Monitor Closely,27751.369979375297
LOW,10,"Chicago, IL",Appliances,Camera,Stormy,301,319.2093998311692,18.209399831169208,9,Monitor Closely,27663.902317510572
LOW,10,"Los Angeles, CA",Appliances,Tablet,Stormy,331,358.234846946826,27.234846946825996,7,Monitor Closely,27661.344650013292
LOW,10,"New York, NY",Electronics,Headphones,Sunny,317,330.84328130708144,13.84328130708144,10,Monitor Closely,27612.501059169997
LOW,10,"Miami, FL",Electronics,Headphones,Cloudy,141,259.0998648150433,118.0998648150433,9,Monitor Closely,27509.00151136804
LOW,10,"Chicago, IL",Appliances,TV,Stormy,136,303.6810404660909,167.6810404660909,10,Monitor Closely,27410.81968499188
LOW,10,"Dallas, TX",Appliances,Tablet,Sunny,307,333.36462727829485,26.364627278294847,4,Monitor Closely,27227.014236567873
LOW,10,"Miami, FL",Electronics,Fridge,Cloudy,113,320.3166180528846,207.31661805288462,7,Monitor Closely,27216.525617982694
LOW,10,"New York, NY",Appliances,Tablet,Cloudy,282,347.97750136116827,65.97750136116827,2,Monitor Closely,27170.194835542705
LOW,10,"Chicago, IL",Electronics,Laptop,Cloudy,142,273.41841960814986,131.41841960814986,10,Monitor Closely,27080.079544455362
LOW,10,"Dallas, TX",Appliances,TV,Cloudy,178,337.4503819270602,159.45038192706022,9,Monitor Closely,27074.674851214826
LOW,10,"Chicago, IL",Electronics,Smartphone,Rainy,66,305.37763613675395,239.37763613675395,9,Monitor Closely,27013.76623803268
LOW,10,"Dallas, TX",Appliances,Smartphone,Cloudy,205,324.33188364246024,119.33188364246024,5,Monitor Closely,26508.384632336118
LOW,10,"Dallas, TX",Appliances,Smartphone,Cloudy,164,253.3757475709873,89.3757475709873,7,Monitor Closely,26473.09643052644
LOW,10,"Chicago, IL",Electronics,Smartphone,Cloudy,298,327.1222054936919,29.122205493691922,1,Monitor Closely,26324.435211912936
LOW,10,"Chicago, IL",Appliances,Laptop,Rainy,149,340.07625198369504,191.07625198369504,8,Monitor Closely,26064.71153309584
LOW,10,"Los Angeles, CA",Electronics,Laptop,Stormy,201,275.09718802535076,74.09718802535076,7,Monitor Closely,25836.948492559557
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,305,337.34548893793743,32.34548893793743,10,Monitor Closely,25576.548467895267
LOW,10,"Miami, FL",Electronics,Tablet,Cloudy,293,318.8490694551153,25.849069455115284,9,Monitor Closely,25466.76171787413
LOW,10,"Los Angeles, CA",Appliances,Headphones,Stormy,255,273.9380197074164,18.9380197074164,9,Monitor Closely,25394.180005871727
LOW,10,"Chicago, IL",Electronics,TV,Rainy,226,313.26435635206946,87.26435635206946,6,Monitor Closely,25311.026559917747
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Sunny,300,332.2144384899443,32.214438489944314,2,Monitor Closely,25279.9584605989
LOW,10,"Los Angeles, CA",Appliances,Headphones,Sunny,87,353.43071251163065,266.43071251163065,5,Monitor Closely,25241.645703351885
LOW,10,"Los Angeles, CA",Appliances,Laptop,Sunny,245,277.5816553049432,32.58165530494318,7,Monitor Closely,25027.924339045156
LOW,10,"Los Angeles, CA",Electronics,TV,Cloudy,201,299.185092708344,98.18509270834397,4,Monitor Closely,24909.558020106866
LOW,10,"Chicago, IL",Electronics,Smartphone,Sunny,282,296.80465511091853,14.804655110918532,10,Monitor Closely,24835.69722787249
LOW,10,"Chicago, IL",Electronics,Fridge,Stormy,286,302.50405150186805,16.504051501868048,7,Monitor Closely,24706.56509829647
LOW,10,"Chicago, IL",Appliances,Washing Machine,Cloudy,280,302.12655050052234,22.12655050052234,6,Monitor Closely,24594.10341234059
LOW,10,"New York, NY",Appliances,Headphones,Sunny,220,315.1297043551375,95.1297043551375,2,Monitor Closely,24474.019039446226
LOW,10,"Dallas, TX",Electronics,Laptop,Rainy,149,286.5142430230529,137.51424302305293,2,Monitor Closely,24232.759905522387
LOW,10,"New York, NY",Electronics,Camera,Stormy,278,294.75106940152216,16.75106940152216,4,Monitor Closely,24205.63030658755
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Cloudy,236,356.1944400909646,120.19444009096458,8,Monitor Closely,24008.839408170174
LOW,10,"Dallas, TX",Electronics,Tablet,Rainy,103,338.9364521077152,235.93645210771518,8,Monitor Closely,23990.01845031248
LOW,10,"Chicago, IL",Electronics,Smartphone,Cloudy,273,291.98166487730515,18.98166487730515,9,Monitor Closely,23971.944573548677
LOW,10,"Miami, FL",Electronics,Camera,Stormy,240,348.8328659244717,108.83286592447172,7,Monitor Closely,23908.403986287947
LOW,10,"Dallas, TX",Appliances,Tablet,Stormy,261,296.093898733554,35.093898733554,10,Monitor Closely,23801.03306008366
LOW,10,"Chicago, IL",Appliances,Smartphone,Stormy,304,324.6285619831041,20.628561983104078,4,Monitor Closely,23799.171959907177
LOW,10,"Miami, FL",Electronics,Smartphone,Rainy,260,278.26531809360415,18.26531809360415,7,Monitor Closely,23458.878640339553
LOW,10,"New York, NY",Appliances,Camera,Sunny,227,251.97220768016115,24.972207680161148,6,Monitor Closely,23438.664406522454
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Sunny,202,248.25687383369382,46.25687383369382,5,Monitor Closely,23039.623719086216
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,122,351.94614819586604,229.94614819586604,6,Monitor Closely,22946.326128465473
LOW,10,"Chicago, IL",Appliances,Camera,Sunny,166,293.6192939983737,127.61929399837368,6,Monitor Closely,22912.768044468008
LOW,10,"Chicago, IL",Electronics,Camera,Stormy,338,350.2792382230338,12.279238223033815,10,Monitor Closely,22847.4873920701
LOW,10,"New York, NY",Electronics,Tablet,Cloudy,228,318.63497453441255,90.63497453441255,9,Monitor Closely,22755.723056354956
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Sunny,305,351.37571398190795,46.37571398190795,2,Monitor Closely,22139.302097823034
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,212,287.8971171923894,75.89711719238937,7,Monitor Closely,22009.405014620996
LOW,10,"New York, NY",Appliances,Tablet,Sunny,292,303.8349975756873,11.834997575687282,10,Monitor Closely,22005.40274235415
LOW,10,"Miami, FL",Appliances,Fridge,Cloudy,295,329.0691043711476,34.0691043711476,1,Monitor Closely,21690.776679978542
LOW,10,"New York, NY",Appliances,TV,Stormy,249,262.59511253630626,13.59511253630626,5,Monitor Closely,21673.73625875553
LOW,10,"Miami, FL",Appliances,Camera,Stormy,259,301.50817851763696,42.50817851763696,2,Monitor Closely,21651.54072795839
LOW,10,"Miami, FL",Electronics,Fridge,Rainy,271,290.27894838901057,19.278948389010566,7,Monitor Closely,21613.243459951962
LOW,10,"Chicago, IL",Appliances,Laptop,Sunny,281,291.9873603436304,10.987360343630428,2,Monitor Closely,21513.031805621504
LOW,10,"Dallas, TX",Electronics,Washing Machine,Sunny,215,265.21946271358473,50.21946271358473,6,Monitor Closely,21443.208384073547
LOW,10,"Los Angeles, CA",Electronics,Tablet,Stormy,310,330.2912822752993,20.291282275299295,2,Monitor Closely,21340.544481755023
LOW,10,"Chicago, IL",Electronics,Headphones,Rainy,256,336.1800745068206,80.18007450682057,10,Monitor Closely,21247.71974430745
LOW,10,"New York, NY",Electronics,Fridge,Stormy,256,323.6771983955862,67.67719839558617,10,Monitor Closely,21020.537821669066
LOW,10,"New York, NY",Electronics,Camera,Rainy,163,291.26483407077484,128.26483407077484,7,Monitor Closely,20904.60265685488
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Cloudy,266,298.0739700703825,32.07397007038247,3,Monitor Closely,20901.32333606544
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,230,285.30235918383556,55.30235918383556,7,Monitor Closely,20845.671270754978
LOW,10,"Dallas, TX",Electronics,Smartphone,Sunny,259,305.5290953376467,46.52909533764671,3,Monitor Closely,20690.09282379136
LOW,10,"Dallas, TX",Appliances,Headphones,Rainy,174,291.02232890011413,117.02232890011413,7,Monitor Closely,20684.866856384175
LOW,10,"Dallas, TX",Electronics,Fridge,Stormy,259,291.1057133558654,32.10571335586542,10,Monitor Closely,20656.173858896695
LOW,10,"Miami, FL",Appliances,Washing Machine,Sunny,298,342.67206849286674,44.67206849286674,4,Monitor Closely,20636.70876096472
LOW,10,"New York, NY",Electronics,Fridge,Cloudy,111,290.6381119624755,179.63811196247548,9,Monitor Closely,20608.084204335188
LOW,10,"Los Angeles, CA",Electronics,Tablet,Sunny,150,314.0987857499079,164.0987857499079,6,Monitor Closely,20267.841027971124
LOW,10,"New York, NY",Appliances,TV,Sunny,241,254.77315566416937,13.773155664169366,3,Monitor Closely,19985.95072116288
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Stormy,264,278.8518929124829,14.851892912482924,9,Monitor Closely,19962.577782597422
LOW,10,"Los Angeles, CA",Appliances,Fridge,Cloudy,264,301.10554319263724,37.10554319263724,1,Monitor Closely,19932.726747652803
LOW,10,"Chicago, IL",Electronics,Smartphone,Cloudy,274,306.2779795224488,32.27797952244879,6,Monitor Closely,19836.432315520902
LOW,10,"New York, NY",Appliances,TV,Sunny,236,340.6492618088051,104.64926180880508,2,Monitor Closely,19780.803467100337
LOW,10,"Dallas, TX",Electronics,Camera,Cloudy,289,317.10079400014797,28.10079400014797,5,Monitor Closely,19677.58099860362
LOW,10,"Dallas, TX",Electronics,Washing Machine,Sunny,286,308.72546522440626,22.725465224406264,9,Monitor Closely,19612.98550727158
LOW,10,"Chicago, IL",Appliances,Fridge,Cloudy,291,326.0268223741855,35.026822374185485,7,Monitor Closely,19568.785124009944
LOW,10,"New York, NY",Appliances,Camera,Cloudy,287,302.16913655546614,15.169136555466139,5,Monitor Closely,19420.287075135526
LOW,10,"Chicago, IL",Appliances,Washing Machine,Cloudy,247,261.50329284075457,14.503292840754568,10,Monitor Closely,19362.621107049385
LOW,10,"New York, NY",Appliances,Fridge,Sunny,238,269.5233469800746,31.52334698007462,3,Monitor Closely,19234.60062683213
LOW,10,"Chicago, IL",Electronics,Camera,Cloudy,250,260.78721995806677,10.787219958066771,3,Monitor Closely,19185.070695421753
LOW,10,"Chicago, IL",Electronics,Headphones,Sunny,295,309.09700412200124,14.097004122001238,7,Monitor Closely,19158.251511923343
LOW,10,"Miami, FL",Appliances,Camera,Stormy,232,292.06376975177244,60.06376975177244,3,Monitor Closely,19133.313854427113
